I've just spent 1 hour to enter all the bureaucratic nonsense for March. What a waste of my time
I've lost my Billa soon icon, I was gonna photoshop Minto or Daviestramp onto it.
i've lost my favourite mac lipgloss...i'm so upset about it....i never lose things
Idayu's away!! And my phone is bent!!
If today wasn't shit enough I just ate a mouldy roll
iiiii havent slept yet and i have to be at work in 40 minutes. boo
Ill head
ill make fresh start.. i promise... xtra sad puppy face...
ill so i cant go to the cinema!!
im bored and have nothing to do... plus in pain cause arm now really weak and hurting after the hospital
im bored and my fingers hurt from playing the guitar all day
im boredd. gah i wish i could just sleep and get it over with but ive had toooo muchh cooooffffeeeeeeeee bahaha
im boring i really dont understand how to use this
im having a miley nite!!!!!! no sleeping boo
im hungryyyy need more sushi
Im in the mood for some chocolate. I want..... Miniature Reeses cups. Now
im just a little bit bored down here in warrnambool only so many animal docos you can handle
im on val's mac in iitsc clubroom. still sweating
im sad now Miss.Lilly
im scared to go outside....its COLD today. Too bad I already put away all my winter clothes
im sick at home alone
im so confused This SUCKS!!!!!
im so tired of work...i need a life....
im so tired this morning and there was only cold shower water!not happy
im sooo sad right now i need a hug
im soooo cold right now
Im still waiting for my Phone x
Im such an insomniac this week
Im superrr tired this morning I want breakfast!
Im up guys lloll
Im up... I slept an hour last night... Death....
im yellinq at ma mummyy !! lol .. she is ANGRY AT MEE !!
immm sooooo lowwww
Impatiently awaiting the arrival of the time warner guy. It's way too pretty to be inside all afternoon
in a taxi on the way to get pizza. bad traffic and headache. worst.
In bed. Finally! Long day tomorrow
In bed... I suddenly feel I wish MA was here w/me... Goodnight TwitterFam
in biology class. my lip hurts
in Genting now! But I now at gohtong jaya using com...
in LOveeee &lt;3 and it hurts
in my bed trying helplessly to breathe out of my nose without coming across the itchy need to sneeze allergies suck many things.
in super taco. I have to walk to school. and im testing today! DX
In the garage getting an estimate for the wheel damage on my car from Sunday's little mishap - not looking good!
In this day and age doctors shouldn't take this long with results
in which episode did house and cuddy hook up?? APO MEETINGS THIS IS ALL YOUR FAULT
In work sooo bored !
in work early for team meeting but forgot my lunch
innocent not so innocent
insects have infected my spinach plant :(
insomnia has got the best of me again... ohhh so tired and can't find sleep
Insomnia kickin in I hate this!!!
is a single lady
is a twitter loner!!!
is about to kill off one of her favourite characters. Dawww
Is about to start studying for her next course Biology
is aching all over...
is afraid that her G.I. notes will not read themselves.
is again in the math lab
is alone downstairs...working
is annoyed with the amount of glass on dublin roads and the number of punctures I am getting
Is anyone out there? Of course not... it's 4:07am. I have to go to work early tomorrow and I can't sleep
is at Beso in Hollywood... so tired
is at home today...not very well again
Is at home with a poorly foot
is at shisha with NJ and Syarif. heheheheh. using Syarif's new laptop. LOL budak poly
Is At Work x
is at work!!! xx
is awake and shouldn't be
is awake at a sensible time and is doing alot of coursework bohoo
Is back at the cabbins Ew!
is back at work...Although I wish I was back in bed...
is being fucked by time warner cable. didnt know modems could explode. and Susan Boyle sucks too!
is chilling going to get ready for work inabit tho
is cleaning wishing she could raise the rest of the money she needs for her wedding dress..
is coldd
is cracking on with her work....Ugghh I am SO bored
is craving for some tantan nabe http://plurk.com/p/mzxcs
is crying inside. Please oh please let it rain so warm.
is depressed he isn't going to be able to see David Archuleta.
is doing her dreaded assignment
is even more irritated to find that the patch doesn't even get released properly until tmrw.. whats the point of letting you do it now?!
is extremely hungry
is feeling ill today
Is feeling like dancing in the rain like a pixie......but the rain stopped ohh well....lol I'll watch flight of the conchords instead
Is feeling really down
is feeling terribly sick right now!
is feeling weird today. happy and sad at the same time. and missing my people from italy ilyyy &lt;3
is finally home after a shitty day at work doing floorset......
is frightened cos its spider time.. i hope the flat repels them as i unfortunately haven't got a man to save me
is frustrated that Rudd cant facilitate private enterprise investing in our broadband infrastructure..instead he needs to waste our money
Is fucked to go back to IC
is goin to work
is going to be a long week! Funeral and work tomorrow! ***143 JAC***
is going to curl up with a cup of tea and a book and hope she feels better soon
is going to have a late one at MQU today
is going to have to grab Heroes tomorrow
is going to school to do dt
is going to the tenancy tribunal tomorrow Try to get my bond back
is going to work.
is gonna start revising for exams in May
is grouchy. and wants bmar
Is grumpy she is no ones bestest friend
is gutted my M.AC myth Lipstick broke after 1 use
is halfway through &quot;A Thousand Splendid Suns&quot; and already thinks it's brilliant... and so very sad
is hanging out washing
Is happy because I annihilated a baby huntsman in my kitchen with the cooking pan..however this means a MAMA one may be in hiding FUCK!!!
is having some sort of mind blank
is home from Sydney but didn't bring back any doughnuts
Is home! Been @ WCH since 8:30AM this morning. Been awake since 4. 2nd born in over night; she is not a happy camper #WCH #tired
is hoping the posty delivers my pink tickets
is hungover and just wants to stay in bed all day ?
is in a proper shitty mood
is in love with scrappy and is missin him already
is in pain after having her braces tightened
is in the bathroom... wake up lakin.
is it friday yet
Is it possible to die from coughing? It SUCKS being ill
is job hunting again... dont want to but i'm too unhappy at work. been there too long n need to leave n do something i enjoy.
Is just loving the fact that it is 3:30 in the a.m. and my lil daughter will not go back to sleep!!!
is killing trees... I mean downloading important educational research
is knackered after working nights
is listening to an awesome song but i dnt no the name but i wanna upload it on limewire!!!!!
is looking at the gray sky. The sun has been stolen again
Is looking for a dress for her friend but can't find it
is losing her hubby for a week tomorrow for work. Easter and all
Is Meant To Be Getting Ready To See Sophie At Half Past But I Havent Even Got Dressed Yet xD I Have A Headache Oh I Better Rush &lt;3
is messed up
is missing her roo and totally ready to be over this stupid sickness....arghhh
is missing his favourite friend
is missing n ol frend &amp; is thinking bout her rite now
is missing playing my trumpet
is missing talking to my bff on da phone!!!!
is missing the Portuguese sun already
is needing some love
is no longer on google
is NOT a happy bunny. so-called friends have gone and ruined my chances on this project!
Is not a happy chappy....
is not at all excited about packing (all over again) and putting up at someone else's place.
is not feeling to good 2day
Is not going to sleep tonite.
is not having a good day today.
is not impressed with the rain- I wanted to go market shopping bleh.
is not in the mood to work today bring on my day off tomorrow!!
is not looking forward to class and work tomorrow.
is not looking forward to working today
is not really feeling Twitter at all
is NOT sleeping ....damnit. T-minus 4 hours and counting until i have to get the kids up for school
is now waiting and wanting people 2 follow her
is off to Italy today! No more Starcraft for a couple of weeks though
is off to work. Three more days
IS PHONELESS ...NOW OFF TOO SLEEP
Is physically tired but can't sleep
Is pissed off that there's no ASBA's for a radio station.
is playing basketball today? lol. i wanna go to the pub
is poorly sick
is pretty sure she is sick!
is probably sick. FFS.
is procrastinating... i feel ill.. but don't want to go to bed.
is ready to go to bed..long day tomorrow
is really bored and really sleepy...and mad she can't find a custom lanyard maker that wont make me buy 1000000 minimum
is really fed up
is really really missing him...
is really sad and doesn't really know y!!??!!!
is revising
is running on low batteries.... http://plurk.com/p/n0blb
is sad about Farrah
is sad because there was another earthquake in italy..
is sad coz alison's leaving england to france tonight
is sad she has lost her HN arm band...it just disappeared
is sad that Farrah Fawcett just died http://plurk.com/p/13ycf6
is sad that the march break is over
is sad. watching HIMYM seas. 1 so i can be cool like everyone else. but not feeling it and keep forcing myself to watch the next episodes
is seriously freaked out...fuzz!
is seriously wondering what the Australian public were thinking by kicking my baby Kat off of SYTYCD! I miss her already...
is she still up ?? is she is then u shud be online.. dunno how to find out
Is sick...half price sushi from Kumo did not agree with me.
is so 'jeles' argh. sy pn mau jln sm kau jg. *sadddddddddddddish
is so late today. 12mn pa ako mkakalabas ng office http://plurk.com/p/n14tz
is somehow sick again...2 days till my exam..wonderful timing
is soo bored and i just wanna go out and have some fun but thandis at some gay thing all day
is sooo proud with her bro! huhu.. he's so talentfull.. i wish i could do best like him..
is starving but nothing looks appealing in my fridge
is still effinggggg sick when will i get better?! ughh
Is still nursing my Nile but glad he is feeling better. I hate when my baby is sick
is still thinking he might be lucky enough to win a #squarespace iphone, but karma seems limited a hospital stay for my wife. #facebook
Is still wondering how he managed to lose at golf to Dan last night - throwing away a 7 shot lead after the front 9!
is strangely addicted to 'great british menu' just need to do some woooork
is strangely sad about LiLo and SamRo breaking up.
Is stressing out because my blackberry keeps flashing a red alert status for no reason!! Its faking me out and I hate it!!!
Is stuck in history
Is stuck in traffic
is stucked in Paris and can't even travel into France (for work)
is suffering with the lugholes again
is supposed to work for university but the construction sight close by makes contant noise
Is terrified she accidentally deleted a reference in her management assignment and hopes she doesnt get in trouble when she gets back
is that snow?
is the worst girlfriend in the universe!
is thinking he's going to have to reinstall WoW as it simply refuses to update to 3.1.0 irritating times It'll take forever
is thinking how short are the Easter Holidays even before starting
is tired
is tired of flowchart Kens
is tireddddddd. want to sleep but i have an assignment to finish and an exam tomorrow to study for
is tooooooooo cold.
is Twitter's connections API broken? Some tweets didn't make it to Twitter...
is upset about the whole GM thing. life as i know it is so screwed up
is upset that he can't update his Facebook by texting it... and might cry as a result School today also. Blah!
Is upset that she couldn't find &quot;Church of the Flying Spaghetti Monster&quot; on Twitter to follow
is very disappointed.
is very tired and has no energy as she has the cold
Is waitin for th break down service as somethin fallen of my car. I've got my hot water bottle with me. Feel such a twat
Is waiting for the scrappers to come to pick up his old Saab
is wanting to go to Glastonbury and regress into my youth but work has spoilt that too
is watchin candy girls......why cant i b in a video......sux dey mainly use american girls
Is watching a wall come down and protecting a bad back from the rigeurs of another daily grind
is watching the hill . . .and its making me sad
is well bored and has to wait for 3 hours to start getting ready
is wishing he loved me
is wishing he'd brought some of the chocolaty treats to work.
is with the flu...
is wondering if she smells? Why else would her two best friends in the world leave her
is working. Lee is making me. Boooo. Big mean Daddy is being harrassed by cute sweet boy. Send blue things to distract him.
isn't sure how much she will use this: blocked at work
isnt feelin 100% 2day
isnt there any way we could update twitter through our cellphones
isnt very happy with twitter at the moment.. wont let me upload my picture wishing dougie or tom would reply to me..
It is a shame about GM. What if they are forced to make only cars the White House THINKS will sell? What do you think?
it is cold in the A too
It is just me. Uninstalled #rails 2.3.2 and tried with a fresh 2.2.2 app - still no dice. Obviously something bizarre in my setup
it is not that hot outside today
it is really cold
It is snowing in Tennessee too!!
it is way to cold this morning... i dont wanna get out of bed... but i have to
It just makes me happy! over and over again! I just wish I wasn't afraid to fly http://tinyurl.com/64skpp
It just makes me happy! over and over again. I wish I wan't afraid to fly http://tinyurl.com/64skpp
It looks like winterrr.
It rains heeaaavily outside and i trap in this building cant go home
It really annoys me when I'm on msn on my 360 late at night watching a DVD and I fall asleep inadvertently. Damn it lukey
It seems that Twitter lost some updates yesterday - again!! #twitter #fail
It should definately not be snowing outside!
it so tired that im crying for no reason at all. im about to try to get an hour and a half in for tonight. half what i got last night.
it still hurts
It was a sleepless night
it'd be great if some opensource luminary would record 'talk' files for #rockbox the daleky voice is unimpressive
it'll take 3 days for my sister to get her passport
It's 3:30 am and I can't sleep I'm sad
It's 6.20pm - early days in a looooooong night at work
It's 8:40am... I've been awake for nearly 2 hours
It's a bank holiday, yet I'm only out of work now. Exam season sucks:(
It's a nice day for once and Chibi and I are stuck at home waiting for a parcel
It's been a year since Mark Speight died A year goes so fast.
It's depressing to start your day knowing you're not coming home until tomorrow night.
It's going to be a long year for A's fans.
It's going to be a loooooooooooooooooooooooooooooooonnnnnnngggggggg night at work
it's going to be nice again tomorrow and then the rain comes back. no nice weather for my birthday
it's not easy to fly from BOS to SLC
It's official! I'm going to have an educational summer. Owh God. Bless me
It's only tuesday
it's raining
it's raining outside. looks like snow but it's raining
It's snowing again
It's snowing in April? I'll never get to go out and run around
It's snowing! Really wish it would stick though
It's snowing.....no more needs to be said!
It's so cold this morning! Not even 40 degress today. I'm wearing 3 layers and still shaking. Brrrr....
It's so cruel having to wait for reviews to come in. So far it looks like Star Trek will be the best film of the year!
It's so upsetting. Ami's in agony and the vet can't see her until 6pm. My poor little thing
it's sooo super duper cold
it's summer in the Philipines and I have tons of work...no summer for me this 2009
It's too cold for spring
It's too early to be at school... It's 6:50 ugh....
It's too nice to go to work
it's tuesday...The Su couldn't sleep last night...BTW:orange juice right after brushing ones teeth with cinnamon toothpaste=yuck
It's unfortunate that after the Stimulus plan was put in place twice to help GM on the back of the American people has led to the inevitable
italian lesson now! Bored!
itchy back!! dont ya hate it!
Itchy eyes...grass being cut...oh-oh.
itÃ¯Â¿_s so boring
Its a grey day in London come back sun all is forgiven
ITS APRIL! STOP SNOWING!!!
Its bad that we cant buy it here
its day one of my ivf injections so let the fun begin
ITS NOT ENOUGH TO SAY THAT IMISS U
its sad to see that Ms. fawcett passed today she will be missed
its so hot in frankfurt
its sprained!! so glad im on holidays
its storming
its the holidays and i still bloody insist on waking up at school times
Its wayy to early to be awake... zZz!!
ive been awake for so long it feels about 6pm meh
ive got a poorly tongue after i burnt it on my Chilli last night Had a lovely day yday to.. thanks guys!
Ive lost my new car smell
Jade is looking for a new home... http://apps.facebook.com/dogbook/profile/view/4744827
Jammed my finger and it hurts really badly.
Jamming postponed again! Boohoohoozx damn you flu bug!
Jap girls ? They're leaving!
jealous of all the people tweeting about meeting amber benson at supernova/king comics signing. hope the perth supanova gets some stars.
jealous of my friends who got to see the new Star Trek film in Austin tonight.
job searching.....FYI: Yahoo HOT JOBS suck! .. im never going to find a job
Journalist throws shoe at Chidambaram http://ibnlive.in.com/news/journalist-throws-shoe-at-chidambaram/89666-3.html
jquery is bringing me down
Jury service was a bust. All done and never got to serve on a trial. Goddamn guilty pleas mean my 2 weeks off work has been cut short
just a little more sleep please
Just about to leave for another exciting day at work
just after waking up.. Im tired
Just baashed my head on sum iron railings
just back from asda with my sons girlfriend. going to see dad in hospital later
Just been down to the opera house to see the star trek world premire...but missed it
Just been the docs &amp; she give me some antibiotics for my throat. No alcohol for a week
Just blocked United Blood Services using Google Voice. They call more than those Car Warranty guys.
Just booted into Windows to upload something since Internet is even worse under Ubuntu
Just bought a car and my impending fatherhood is affecting my judgement. Out with plans of a 330CI and in with a Rav-4
just burnt my fingers on a hot cup of tea - ouch!!!
Just called Hillsong again - they said they couldn't tell me where I was on the waiting list - I don't know if it's looking so good
just came back from college. assignment really piles up like shits. SO DEAD TIRED
just came home....drained.
Just did 5km on the tready and want to die... I'm not built for running...
Just enjoying a rammed post office experience
just finished cooking spag bol from scratch.. in other words been cooking for the past 4 hours! i'm not hungry anymore
just finished watching the movie Prayers for Bobby. Broke my heart
just fired up the laptop to &quot;failed to connect to services&quot; same as last week. Looks like rolling back to Vista till RC
Just found out an outbuilding at one of my other houses has been broken into. Again. That's probably the 6th or 7th time now
just found out that my mum and my adopted auntie are on twitter.. check them out my mum is TessM64 and my awesome as auntie is tania38
just found the most gorgeous pair of vintage dior sunglasses... they are Ã¯Â¿_125 though
just getting home...its snowing
Just going to cry myself to sleep after watching Marley and Me.
Just got a call from the s2bx: my little one is sick and wants to stay home today.
just got a denied letter from bazaar bizarre. sad. i was looking forward to a road trip to be a vendor there
just got a tennis top in the post but i don't like it and its too big! shame
just got back from church, and I totally hate insects.
Just got back from picking up my parents...goodbye house to myself
just got back from the funeral of a government employee-friend. http://plurk.com/p/n0bvd
Just got back from the hospital. BF's nephew might have meningitis
Just got barraged by a horde of insects hungry for my kitchen light. So scary.
Just got done watching the new House episode.Definitely one of the saddest episodes ever.
Just got done with a funeral was at same place as my dad's, i barely made it through.
Just got home from chick-fil-a with the boys. Damn my internets down =( stupid time warner
just got home from school. had a long day in school today!
Just got home from taking Lynsey to the airport. It's cold and snowing hear. I think they said the high today was only in the 20's.
just got home from watching Michigan State get tromped!
Just got mcdonalds goddam those eggs make me sick. O yeah Laker up date go lakers. Not much of an update? Well it's true so suck it
Just got my favourite brie and cranberry ciabatta... forgot to get it toasted though damn
Just got reduced to tears by Jeremy Kyle!! Off to the doctors now i hate the doctors its so scary! Arghhhh!
Just got to work a 1/2 hour ago.....wishing i was still in bed
just got to work and am so ravenous have eaten my gipton steak &amp; branston sarnies. Now I'll have to buy something for lunch!! doh!
just got up and nappy very wet and split at the back going for a nice baby bath and then back in nappies i go
Just got up i have to watch my lil' bro's ... Mom is at work
just had a bowl of bran flakes and is about to ave a shower and do revision!
Just had a great time... that is if I forget about the fight on the way back...
just had a tonne of sad news today
Just had lunch and now its back to the grinding stone... Wish I could be at KKNK
just had my lunch and did my chores boring....
Just heard Eminem's new single. It's official. He fell off. : Just heard Eminem's new single. It's official. He fell off.
Just heard that they found Sandra Cantu... She was only 8 yrs old
just joined twitter and doesnt know anyone yet...
just leaving the parking lot of work!
Just lost $8 on the first round of poker playing 10/20c.
Just lost $160
just missed one of the most important parties in my highschool life
Just payed my WAY OVERDUE zta dues. Goodbye $350. That's a good two wks of work. how depressing. Ruined my day....but at least it's done.
Just picked up some oats from the market to eat for breakfast with my boy @adamgoldston now time to do work at USC... late night
just read R#42's amazing blog. so tired don't want to go to school tomorrow either. hmmph
just realised how gutted she is to return back to London without The End
JUST realized im talking to no one...
Just remembered that I've forgotten my best friends birthday
Just saw 1 little and 1 huge stingray in foot-deep water off catseye beach at low tide. No turtles yet.
just saw a bunch of dead pigeons on the grass. I am now a horrid mixture of sadness and disgust.
Just saw Dan off neighbours walking down Chapel street...random!!!! Feeling like they are going to fire me at work any1 got a job going
Just saw some snow flakes
Just seen 'Little Big Planet' for Ã¯Â¿_11.99 I just spent Ã¯Â¿_38.99 in it.
just sittin glooking out my window in work &amp; its raining wish i was of sunny myself somewhere exotic!
just spent the last half hour making a playlist for tonight... it's going to be a long night
Just this morning I was reading that Farah Fawcett was nearing death. Now I read, she has passed on at an early age of 62
just threw up all over the bathroom. not fun
just violated the tuners rule.. dont buy non-performance parts. sorry. ima buy the air filters next time..
Just watched Grey's Anatomy. I cried. I will be writing now. I miss Meg.
Just watched this week's episode of House. Oh my God - it was so sad made me cry.
Just watched tropic thunder. Dreading tomorrow
just what am I supposed to think?
Just woke up
Just woke up an already have written some e-mail... I've to go early at University today as I have to teach at 8:30 AM!
Just woke up. Apples gig was ace last night. Seriously tired now. Work begins in one hour...
Just woke up. I need more sleep. Funeral at 12
just woke up...its cloudy in the virgin islands only two more days here til i have to go back to seattle
just woke upp [: CHEESE ON TOAST. yummmm. i want to wear my spongebob teeshirt but i cant find it
Just wondering how much more hotter Chennai is gonna get in May!
Keeeerrrrriiiiii!!!! I really have nothing better to do then post on this thing at 224am.....wonderfullll. Says alot.
Keep having dreams right before I wake up that slingplayer for iPhone was released! still nothing...
Keeping my fingers crossed for my buddy He is not feeling well.
KENYAN TEENAGE Girls seek solace in cow drugs to induce abortion
Keri Hilson - Tell Him The Truth.. Makes me cry
kevin has suddenly realized that all his cds are suddenly not where they should be! where the heck have they gone?!?
Khb count low today despite the changing weather.
Kids up at the crack of dawn... I'm still full of cold. Bleh Starting work... #stuckrecord
Kind of longs for the bus that shows up at the end of Ghost World right now. Ugh.
Know exactly how you feel man re: http://ff.im/1XTN7
Kobe is the best in the world not lebron .
KUTNERRRR! WHY??? WHY?????? And to think that 13 is still on the show?? UGH. Kutner/Kal Penn - you've been the bright star in Ho ...
laid around too much today... now my head hurts
LAN at @JetBlackOnyx's with @miss_mell was a blasty-blast. Now it's time for home
Landed funny on my foot this morning while jumping down the stairs and I twisted it. Quite sore now..
laptop charger is broken - unless a little cricket set up home inside it overnight. typical at the worst possible time
laptop is running out of battery
last 2 days in my nice little office. dont wanna move
LAST DAY AT LSHS TOMORROW
Last day of work before I go on holiday... argh... got fuck loads to do
last night sucked...the tigers loss and msu lost but atleast the red wings won
last one!!! but still not done!!!
last time i watched this movie it had this huge epiphinal line that was exactly what i needed. now that i need it again i can't find it.
late night is all re-runs http://ff.im/1Y02L
Late to work and still feeling like poo.
Laying aroundd. I don't feel good,
Laying in bed and contemplating the meaning of life with a half empty glass that is leaking on the bottom.
laying in bed with no voice..
Laying on the couch, its raining really bad rain sucks
LEAH! You not going then?
Leanne is angry at me
Leaving Koh Tao start of journey back to Bangkok http://twitpic.com/2y5uv
LEbron james got in a car accident i guess..just heard it on evening news...wow i cant believe it..will he be ok ? http://twtad.com/69750
Left head phone has died this morning. 1 head phone to keep me company on my journey
Let us know how he's doing ok?
Let's hope the sore throat clears up before the break and is not a pre-cursor to illness over the holidays
Lets hit the showers Tweets...can't have you stinking up the place! Oh wait- that's me
Levi- Good morning cruel world. Why does 6am have to come so early??? WHY???
library...working out....and pretty sure the AC in my car is about to go....noooooo
Life?s a bitch? and so is Dick Cheney. #p2 #bipart #tlot #tcot #hhrs #GOP #DNC http://is.gd/DjyQ
Lifee Gets Worsee &amp;&amp; Worsee
LISTEN TO JONAS BROTHERS i love this band but i come from germany and i canÃ¯Â¿_t see them
Listening to Bjork's All is full of Love... crying
listening to Murd and 9th wonder- just chillen out missing my crazy sex life
listening to nathan cry....
Listening to Obama... Friggin North Korea...
Listening to Q! I got a really bad headache and a drivin lesson in ten mins.... Lucky me i just wana sleeep!
Literally spitting blood.
Living not downtown sure isn't much fun.
Living on Neurofen for another day. Please go away headache.
loaded with class tests
loaded with the cold great fun!!!
locked out of my outlook account for the 3rd time in 3 days
Logging out. I need to study....
LOL what Anna? Schmance? I soo wanna meet up with you in the holidays man haha - Im missing you so bad
long day today
Long live my xbox 360. The red ring of death has finally overcome it.
Longing for yesterday
Longing to own a sewing machine! My Birthday is too far away!
looked for cafe on tooting common as per @baseblack suggestion. Ended up in the wrong one
Lookin like an all-nighter. I hate it when I do this to myself
Looking at the rain fall in Rotterdam..
looks like baby is going to be born in PI
looks like i've missed out on yet another job someone please employ me! Haha
Looks like McG lost his R-Rating battle over Terminator Salvation. Watered down Terminator movie? http://tinyurl.com/c37yjv
looks like summize has gone down. too many tweets from WWDC perhaps?
Looks like the Nobel peace prize is simply a popularity contest http://tinyurl.com/cffz4h
Lost everything on laptop Won't be able to CG anything properly untl about 6
Lost my free copy of radioactive so can't put it on my ipod grr!And i can't go out + buy 'nother coz it came with that paper
LOST sucks ... because i have to work today
Love is a joke with no punch line
Lovely spring AM in Ohio - it's snowing. No accumulation expected though. Supposed to start warming up again tomorrow thank goodness!
loves her iPhone but hates the fact tjat she needs to charge it often
loves to get drunk... just not by himself
luke and i got stopped walking out of safeway and asked to empty our pockets and lift our shirts. how jacked up is that?
lunch was disappointing
Lunchbreak......and I feel ill today.....
Lying in bed with a banging headache
M is the only thing I know like that back of my hand
M is the only thing I know like the back of my hand
macbook air has arrived have to wait till 4 till father retturns
Mad tired today... Callin it in early tonight nighty night twittas
made a HUGE mistake at work. boss is not happy. can't take it back now. this sucks
Made it into DC on Saturday afternoon after 17 hours in air and am now in South FL...jetlag sucks!! Haven't had a full sleep since Thurs
madre is grinding on me this is gonna be a long week
MAKE IT STOP fu headache and cold why the hell do you come at such wrong times.
making ~/images/too_big_for_flickr/. didn't realize the 20mb/file limit applied to pro accounts.
Malcolm Gladwell is a genius at tricking people into not realizing he's a fucking idiot
Man I kinda dislike Apple right now. Case in point: the iPhone 3GS. Wish there was a video recorder app. Please?? http://bit.ly/DZm1T
man i shouldn't have put cheese on that crab salad sandwich...
Man I want some Nike Air Yeezy's but as i don't live in states have no chance in hell Ahh well spend the $200 on 2 pairs of sb's instead!
Man im so tired its just not funny i need/want to sleep but my eyes dont want to close
Man im too fucked to be in work
man my internet is slow atm
Man today is going sooooo slowly today
Man Work is Hard
Man! Did I had a wacky dream this early morning .... loggin here ... looks like ATS is spamming me with updates
Man... taxes suck. I'm horrified that i did something wrong on them. TurboTax decided to keep around a lot of the stuff I turned off.
managed to fracture her vertebrae. yeh... hurts just a bit
Manu Ginobili is out for the rest of the season and the playoffs
March sales reports done... hardly worth it
Martin and Sam aren't going to be at Soccer Six this year
Masha is alone and sad http://apps.facebook.com/catbook/profile/view/5408301
massage was great. i just spilled coke all over my desk lame. watching the simpsons as i've finished all my hills dvds.
Math review. Im going to fail the exam.
may hold off on hawk. Getting a job first might be a better idea... But i want it.
Maya is being spayed today.I'm very nervous about it
maybe an insomniac.. or just nocturnal
MCPRUSA lives!!! Always in our hearts. Goodbye Puerto Rico
me and @maddeh are so in sync that both of our stummics hurt right now
Meat Week Day 3: Tummy hurts every night
Megan equals Murder.
Meh... Almost Lover is the exception... this track gets me depressed every time.
mending my banjaxed back and watch daytime tv not fun
Mew Today is a prescribed opiate day me thinks - grr
Miami is awesome so sad my trip is almost over
Michael Crichton
michigan state you make me sad
Michigan who? I don't know them. *sigh* Shameful!
might be getting a sore throat again
might go hiking in the big thicket in a couple weeks. what monsters are supposed to be in this area? chupacabra? i hope not
Might go sit on the swing and do some revision later. I want to go on holiday
Migraines are not fun.. I wanna cry
Mir every single morning I feel sick
miss kabalin hates me
Miss u baby r u awake? Time to poke ur patients already!
Missed #24 and #the hills now I have to catch up tomor.. But I have Real Housewives ugh I need to figure out my priorities
missed Brent at praise band. No fun to not have the your lead guitarist. &lt;pout&gt;
missed Brent at praise band. No fun to not have your lead guitarist. &lt;pout&gt;
Missed Music Monday
missed some good oppertunities...
missed today's ELLEN
misses David actually
misses him right now. i need a hug
misses my student days... those days of sitting with a book n not getting up until it was over...
Misses Rach already
Missin my son..he went home with my monster in law last night i can't wait to get him back this afternoon after work!
missin' the boo
Missing @vemsteroo Unwell still so having phoned the office am going back to bed. It seems empty this morning. *sigh*
Missing My BFF watching home and away it reminds me of her and me we &lt;3 It. shout out to u courts
missing my boyfriend who im on the phone with but its just not the same TWEET
Missing the fab five
Missing the football tonight due to work. Not looking forward to later.
Mitea is missing http://apps.facebook.com/catbook/profile/view/6040269
mommy... is school closed today?
Monday already. Iran may implode. Kitchen is a disaster. @annagoss seems happy. @sebulous had a nice weekend and @goldpanda is great. whoop.
money isnt suppose to depress you
monkeys??? i just found out you my twin and you wont even write back. i'm heartbroken
More boring job hunting..
Mornin! Babes hella pissed/hungry! Op. In 2h No food since 9pm! Feel bad fully dug empty can outta recycle lookin @ me like wats good!?!
morning all - 1st appointment of the day - the dentist !
Morning all. Gave the cat his tablet this morning... What a mission that is! He knows what we're up to now and prepares for battle
morning all. v. groggy this morning....
Morning everyone! In serious need of some decent coffee.. why isn't the catering open yet at 08.30?
Morning everyone! Stuck in registration for a while then assembley! Nayyy
morning everyone!! still feeling poorly! hope u all have a good day! x
Morning everyone. Bad dream woke me up
Morning folks 7.00 am ..yawn! Up &amp; away to see to horses - hope Twitter is better behaved today! Last night was a travesty
Morning followers! Finally changed my Twitter name...only a day after I originally said I would Haha. Can't film today. Will try tomorrow
Morning people. Away to get some breakfast and then sort myself out and then must start on HWm no lazing about today Xx
Morning! Bah Car won't start.. waiting for the ANWB....
Morning!! I'm baggered! Been the gym then off to work later
MORNING!!! Good im bloody knackered!!! Work is not for me today HELPPP!!!! xxx
Morning. My exit interview got moved to Wed. Today I will focus on prepping my iPod lesson... by updating &amp; syncing 30+ iPods
mornnnninggg. ugh by cub has gone to work without a phoneee. got no one to textt
MOTHER FUCKERS. CHANGING THE ROTAS WITHOUT TELLING ME = NOT COOL. OFF TO WORK.
moulin rouge mad me cry!! once again!
moving on to managerial finance... nicht gut
mr twitter what r u doing? i can't send direct messages anymore!!
MSU Fans..if there is one thing an Ohio State fan can relate to it is losing an National Championship...feel for your loss
Mums soup made my stomach make nasty noises
musicc&lt;3. confuseeed.
My &quot;stuff your face with nothing but fruit all morning&quot; diet has been severely thwarted by the fact that we're out of fruit.
My #art is regressing...
my 1st grade boyfriend (who i actually found on facebook) used to call me farrah. i remember that being the ultimate compliment.
My 4 year old (18 year old) is driving me around the twist...i don't want to be like this
My 4 year old son doesn't like The Smiths &quot;Because that man sings funny&quot;
my baby just went home
My baby's heading for Perth
my back is in bits
my back is so sore! poor me! (this is the part where u give me lots of sympathy)
My best friend Amy is coming round today to i've got to clean the house and i've got to find my amp cable
my birthday today. feel so old
My boobs hurt
My boyfriend means the world to me but he just doesn't seem to see it ....muchless understand
My brain hurts. Talking about digitisation is very complicated
My Buds from Oregon are going back home today!!
My camera spoil
My car arrived!! ....maybe i'll get it on thursday....damn paperwork
my cat died last january- he was one of my best friends
My cat is missing
My comp is so screwed up
My compassion to the people in italy! My mother is calling with our relatives in Italy right now
